birth,household,id,name,password,sex,user_id
19660517,1,462,차가이,chagayi1,F,chagayi0462
19860524,1,463,손서윤,sonseoyoon54,F,sonseoyoon0463
19520711,1,464,김서원,kimseowon40,F,kimseowon0464
20010512,3,465,김유연,kimyuyeon19,F,kimyuyeon0465
19661220,1,466,임서하,imseoha49,F,imseoha0466
19900322,1,467,안하저,anhajeo50,F,anhajeo0467
19910621,3,468,김윤영,kimyoonyoung40,F,kimyoonyoung0468
19480427,1,469,이태서,leetaeseo90,F,leetaeseo0469
19600706,4,470,김미이,kimmiyi58,F,kimmiyi0470
19980131,1,471,최유미,choiyumi39,F,choiyumi0471
19980805,2,472,김보예,kimboye97,F,kimboye0472
19961108,1,473,김지이,kimjiyi58,F,kimjiyi0473
19500327,2,474,이고은,leegoeun98,F,leegoeun0474
20010621,3,475,서유저,seoyujeo23,F,seoyujeo0475
19951205,4,476,유다지,yoodaji14,F,yoodaji0476
19500121,2,477,박지주,parkjiju81,F,parkjiju0477
19671205,2,478,김세은,kimseeun73,F,kimseeun0478
19750320,2,479,김지하,kimjiha57,F,kimjiha0479
19521214,2,480,김보은,kimboeun69,F,kimboeun0480
19771002,1,481,김초아,kimchoa86,F,kimchoa0481
19880912,3,482,김윤은,kimyooneun38,F,kimyooneun0482
19721106,1,483,신하이,shinhayi43,F,shinhayi0483
19480403,1,484,변소하,byunsoha71,F,byunsoha0484
19490425,5,485,정태원,jungtaewon95,F,jungtaewon0485
19860706,1,486,김하영,kimhayoung9,F,kimhayoung0486
19981028,2,487,이무지,leemooji12,F,leemooji0487
19530828,2,488,이미선,leemisun32,F,leemisun0488
19701129,2,489,장수은,jangsooeun38,F,jangsooeun0489
19760609,1,490,김서안,kimseoan29,F,kimseoan0490
19571130,2,491,홍유준,hongyujun82,F,hongyujun0491
19730703,1,492,여슨비,yeoseunbi13,F,yeoseunbi0492
19711229,3,493,정예지,jungyeji43,F,jungyeji0493
19851103,2,494,김소하,kimsoha87,F,kimsoha0494
19530313,3,495,윤하은,yoonhaeun13,F,yoonhaeun0495
19880930,3,496,문서리,moonseori92,F,moonseori0496
19800816,2,497,김지미,kimjimi56,F,kimjimi0497
19801117,2,498,강하은,kanghaeun40,F,kanghaeun0498
19710408,3,499,김미경,kimmikyung82,F,kimmikyung0499
19670118,4,500,박수은,parksooeun45,F,parksooeun0500
