,birth,household,id,age,routine_id,sex_F,sex_M,appliance_id_1,appliance_id_2,appliance_id_3,appliance_id_4,appliance_id_5,appliance_id_6,appliance_id_7,appliance_id_8,appliance_id_9
363,19560712,4,73,66.0,29,0,1,1,0,0,0,1,0,0,0,0
364,19560712,4,73,66.0,28,0,1,1,0,0,1,0,0,0,0,0
365,19550823,1,74,67.0,6,0,1,1,1,1,0,0,0,0,1,0
366,19550823,1,74,67.0,5,0,1,1,0,0,1,0,1,0,1,0
367,19550823,1,74,67.0,30,0,1,1,0,0,0,0,1,0,0,0
368,19550823,1,74,67.0,43,0,1,0,0,1,0,0,0,1,0,0
369,19550823,1,74,67.0,46,0,1,0,0,0,1,0,0,1,0,0
370,19740715,4,75,48.0,40,0,1,0,0,1,1,0,0,0,0,0
371,19740715,4,75,48.0,41,0,1,0,0,1,0,1,0,0,0,0
372,19740715,4,75,48.0,23,0,1,0,0,0,0,0,0,1,0,0
373,19740715,4,75,48.0,44,0,1,0,0,1,0,0,0,0,0,1
374,19740715,4,75,48.0,9,0,1,1,0,0,0,0,0,1,1,0
375,19800410,1,76,42.0,32,0,1,1,0,0,0,0,0,0,0,1
376,19800410,1,76,42.0,27,0,1,1,0,1,0,0,0,0,0,0
377,19800410,1,76,42.0,30,0,1,1,0,0,0,0,1,0,0,0
378,19800410,1,76,42.0,31,0,1,1,0,0,0,0,0,0,1,0
379,19800410,1,76,42.0,53,0,1,0,0,0,0,0,1,1,0,0
380,19760406,1,77,46.0,2,0,1,0,0,0,0,0,0,1,1,0
381,19760406,1,77,46.0,22,0,1,0,0,0,0,0,1,0,0,0
382,19760406,1,77,46.0,8,0,1,1,0,0,0,0,0,1,0,1
383,19760406,1,77,46.0,16,0,1,0,0,0,1,0,1,0,0,1
384,19760406,1,77,46.0,9,0,1,1,0,0,0,0,0,1,1,0
385,19690108,1,78,53.0,9,0,1,1,0,0,0,0,0,1,1,0
386,19690108,1,78,53.0,4,0,1,1,0,0,0,0,0,1,0,0
387,19690108,1,78,53.0,7,0,1,1,0,0,0,0,1,0,1,0
388,19690108,1,78,53.0,24,0,1,0,0,0,0,0,0,0,1,0
389,19690108,1,78,53.0,11,0,1,1,0,1,0,0,0,1,1,0
390,19551111,2,79,67.0,36,0,1,0,1,0,0,0,1,0,0,0
391,19551111,2,79,67.0,57,0,1,1,0,0,0,0,1,1,1,0
392,19551111,2,79,67.0,38,0,1,0,1,0,0,0,0,0,1,0
393,19551111,2,79,67.0,53,0,1,0,0,0,0,0,1,1,0,0
394,19551111,2,79,67.0,39,0,1,0,1,0,0,0,0,0,0,1
395,19690623,4,80,53.0,11,0,1,1,0,1,0,0,0,1,1,0
396,19690623,4,80,53.0,17,0,1,1,0,0,0,0,0,0,0,0
397,19690623,4,80,53.0,57,0,1,1,0,0,0,0,1,1,1,0
398,19690623,4,80,53.0,30,0,1,1,0,0,0,0,1,0,0,0
399,19690623,4,80,53.0,42,0,1,0,0,1,0,0,1,0,0,0
400,19970622,1,81,25.0,2,0,1,0,0,0,0,0,0,1,1,0
401,19970622,1,81,25.0,56,0,1,0,0,0,0,0,0,0,1,1
402,19970622,1,81,25.0,11,0,1,1,0,1,0,0,0,1,1,0
403,19970622,1,81,25.0,9,0,1,1,0,0,0,0,0,1,1,0
404,19970622,1,81,25.0,5,0,1,1,0,0,1,0,1,0,1,0
405,19751110,2,82,47.0,11,0,1,1,0,1,0,0,0,1,1,0
406,19751110,2,82,47.0,20,0,1,0,0,0,1,0,0,0,0,0
407,19751110,2,82,47.0,40,0,1,0,0,1,1,0,0,0,0,0
408,19751110,2,82,47.0,16,0,1,0,0,0,1,0,1,0,0,1
409,19751110,2,82,47.0,47,0,1,0,0,0,1,0,0,0,1,0
410,19560206,1,83,66.0,27,0,1,1,0,1,0,0,0,0,0,0
411,19560206,1,83,66.0,6,0,1,1,1,1,0,0,0,0,1,0
412,19560206,1,83,66.0,9,0,1,1,0,0,0,0,0,1,1,0
413,19560206,1,83,66.0,5,0,1,1,0,0,1,0,1,0,1,0
414,19560206,1,83,66.0,28,0,1,1,0,0,1,0,0,0,0,0
415,19500408,3,84,72.0,57,0,1,1,0,0,0,0,1,1,1,0
416,19500408,3,84,72.0,0,0,1,0,0,0,1,0,1,0,1,0
417,19500408,3,84,72.0,9,0,1,1,0,0,0,0,0,1,1,0
418,19500408,3,84,72.0,13,0,1,0,0,1,0,0,0,0,1,0
419,19500408,3,84,72.0,15,0,1,0,0,0,0,0,1,0,1,0
420,19510204,1,85,71.0,31,0,1,1,0,0,0,0,0,0,1,0
421,19510204,1,85,71.0,20,0,1,0,0,0,1,0,0,0,0,0
422,19510204,1,85,71.0,28,0,1,1,0,0,1,0,0,0,0,0
423,19510204,1,85,71.0,12,0,1,1,0,0,1,0,1,0,0,0
424,19510204,1,85,71.0,57,0,1,1,0,0,0,0,1,1,1,0
425,19591108,2,86,63.0,16,0,1,0,0,0,1,0,1,0,0,1
426,19591108,2,86,63.0,12,0,1,1,0,0,1,0,1,0,0,0
427,19591108,2,86,63.0,5,0,1,1,0,0,1,0,1,0,1,0
428,19591108,2,86,63.0,7,0,1,1,0,0,0,0,1,0,1,0
429,19591108,2,86,63.0,48,0,1,0,0,0,1,0,0,0,0,1
430,19750601,2,87,47.0,29,0,1,1,0,0,0,1,0,0,0,0
431,19750601,2,87,47.0,36,0,1,0,1,0,0,0,1,0,0,0
432,19750601,2,87,47.0,4,0,1,1,0,0,0,0,0,1,0,0
433,19750601,2,87,47.0,27,0,1,1,0,1,0,0,0,0,0,0
434,19750601,2,87,47.0,37,0,1,0,1,0,0,0,0,1,0,0
435,19791005,1,88,43.0,43,0,1,0,0,1,0,0,0,1,0,0
436,19791005,1,88,43.0,2,0,1,0,0,0,0,0,0,1,1,0
437,19791005,1,88,43.0,4,0,1,1,0,0,0,0,0,1,0,0
438,19791005,1,88,43.0,11,0,1,1,0,1,0,0,0,1,1,0
439,19791005,1,88,43.0,32,0,1,1,0,0,0,0,0,0,0,1
440,19711130,2,89,51.0,11,0,1,1,0,1,0,0,0,1,1,0
441,19711130,2,89,51.0,13,0,1,0,0,1,0,0,0,0,1,0
442,19711130,2,89,51.0,47,0,1,0,0,0,1,0,0,0,1,0
443,19711130,2,89,51.0,7,0,1,1,0,0,0,0,1,0,1,0
444,19711130,2,89,51.0,18,0,1,0,1,0,0,0,0,0,0,0
445,19831009,4,90,39.0,12,0,1,1,0,0,1,0,1,0,0,0
446,19831009,4,90,39.0,51,0,1,0,0,0,0,1,0,0,1,0
447,19831009,4,90,39.0,9,0,1,1,0,0,0,0,0,1,1,0
448,19831009,4,90,39.0,26,0,1,1,1,0,0,0,0,0,0,0
449,19831009,4,90,39.0,27,0,1,1,0,1,0,0,0,0,0,0
450,19481110,1,91,74.0,38,0,1,0,1,0,0,0,0,0,1,0
451,19481110,1,91,74.0,28,0,1,1,0,0,1,0,0,0,0,0
452,19481110,1,91,74.0,8,0,1,1,0,0,0,0,0,1,0,1
453,19481110,1,91,74.0,24,0,1,0,0,0,0,0,0,0,1,0
454,19481110,1,91,74.0,26,0,1,1,1,0,0,0,0,0,0,0
455,19970105,3,92,25.0,51,0,1,0,0,0,0,1,0,0,1,0
456,19970105,3,92,25.0,0,0,1,0,0,0,1,0,1,0,1,0
457,19970105,3,92,25.0,38,0,1,0,1,0,0,0,0,0,1,0
458,19970105,3,92,25.0,2,0,1,0,0,0,0,0,0,1,1,0
459,19970105,3,92,25.0,31,0,1,1,0,0,0,0,0,0,1,0
460,19480609,2,93,74.0,12,0,1,1,0,0,1,0,1,0,0,0
461,19480609,2,93,74.0,1,0,1,0,1,1,0,0,0,0,1,0
462,19480609,2,93,74.0,5,0,1,1,0,0,1,0,1,0,1,0
463,19480609,2,93,74.0,8,0,1,1,0,0,0,0,0,1,0,1
464,19480609,2,93,74.0,6,0,1,1,1,1,0,0,0,0,1,0
465,19801205,3,94,42.0,15,0,1,0,0,0,0,0,1,0,1,0
466,19801205,3,94,42.0,0,0,1,0,0,0,1,0,1,0,1,0
467,19801205,3,94,42.0,1,0,1,0,1,1,0,0,0,0,1,0
468,19801205,3,94,42.0,56,0,1,0,0,0,0,0,0,0,1,1
469,19801205,3,94,42.0,10,0,1,1,1,0,0,0,0,1,1,0
470,19630521,3,95,59.0,1,0,1,0,1,1,0,0,0,0,1,0
471,19630521,3,95,59.0,49,0,1,0,0,0,0,1,1,0,0,0
472,19630521,3,95,59.0,51,0,1,0,0,0,0,1,0,0,1,0
473,19630521,3,95,59.0,14,0,1,0,0,0,1,1,0,0,0,0
474,19630521,3,95,59.0,38,0,1,0,1,0,0,0,0,0,1,0
475,19930311,1,96,29.0,34,0,1,0,1,0,1,0,0,0,0,0
476,19930311,1,96,29.0,35,0,1,0,1,0,0,1,0,0,0,0
477,19930311,1,96,29.0,38,0,1,0,1,0,0,0,0,0,1,0
478,19930311,1,96,29.0,33,0,1,0,1,1,0,0,0,0,0,0
479,19930311,1,96,29.0,36,0,1,0,1,0,0,0,1,0,0,0
480,19501026,3,97,72.0,54,0,1,0,0,0,0,0,1,0,0,1
481,19501026,3,97,72.0,2,0,1,0,0,0,0,0,0,1,1,0
482,19501026,3,97,72.0,49,0,1,0,0,0,0,1,1,0,0,0
483,19501026,3,97,72.0,0,0,1,0,0,0,1,0,1,0,1,0
484,19501026,3,97,72.0,11,0,1,1,0,1,0,0,0,1,1,0
485,19970528,1,98,25.0,53,0,1,0,0,0,0,0,1,1,0,0
486,19970528,1,98,25.0,36,0,1,0,1,0,0,0,1,0,0,0
487,19970528,1,98,25.0,46,0,1,0,0,0,1,0,0,1,0,0
488,19970528,1,98,25.0,6,0,1,1,1,1,0,0,0,0,1,0
489,19970528,1,98,25.0,37,0,1,0,1,0,0,0,0,1,0,0
490,19760226,4,99,46.0,37,0,1,0,1,0,0,0,0,1,0,0
491,19760226,4,99,46.0,39,0,1,0,1,0,0,0,0,0,0,1
492,19760226,4,99,46.0,4,0,1,1,0,0,0,0,0,1,0,0
493,19760226,4,99,46.0,35,0,1,0,1,0,0,1,0,0,0,0
494,19760226,4,99,46.0,57,0,1,1,0,0,0,0,1,1,1,0
495,19680114,1,100,54.0,26,0,1,1,1,0,0,0,0,0,0,0
496,19680114,1,100,54.0,13,0,1,0,0,1,0,0,0,0,1,0
497,19680114,1,100,54.0,10,0,1,1,1,0,0,0,0,1,1,0
498,19680114,1,100,54.0,17,0,1,1,0,0,0,0,0,0,0,0
499,19680114,1,100,54.0,2,0,1,0,0,0,0,0,0,1,1,0
500,19690505,3,101,53.0,3,0,1,0,0,0,1,1,0,0,0,1
501,19690505,3,101,53.0,43,0,1,0,0,1,0,0,0,1,0,0
502,19690505,3,101,53.0,57,0,1,1,0,0,0,0,1,1,1,0
503,19690505,3,101,53.0,47,0,1,0,0,0,1,0,0,0,1,0
504,19690505,3,101,53.0,9,0,1,1,0,0,0,0,0,1,1,0
505,19650731,4,102,57.0,3,0,1,0,0,0,1,1,0,0,0,1
506,19650731,4,102,57.0,14,0,1,0,0,0,1,1,0,0,0,0
507,19650731,4,102,57.0,45,0,1,0,0,0,1,0,1,0,0,0
508,19650731,4,102,57.0,49,0,1,0,0,0,0,1,1,0,0,0
509,19650731,4,102,57.0,46,0,1,0,0,0,1,0,0,1,0,0
510,19630413,1,103,59.0,57,0,1,1,0,0,0,0,1,1,1,0
511,19630413,1,103,59.0,7,0,1,1,0,0,0,0,1,0,1,0
512,19630413,1,103,59.0,2,0,1,0,0,0,0,0,0,1,1,0
513,19630413,1,103,59.0,8,0,1,1,0,0,0,0,0,1,0,1
514,19630413,1,103,59.0,46,0,1,0,0,0,1,0,0,1,0,0
515,19831120,5,104,39.0,23,0,1,0,0,0,0,0,0,1,0,0
516,19831120,5,104,39.0,47,0,1,0,0,0,1,0,0,0,1,0
517,19831120,5,104,39.0,15,0,1,0,0,0,0,0,1,0,1,0
518,19831120,5,104,39.0,57,0,1,1,0,0,0,0,1,1,1,0
519,19831120,5,104,39.0,37,0,1,0,1,0,0,0,0,1,0,0
520,19950630,3,105,27.0,30,0,1,1,0,0,0,0,1,0,0,0
521,19950630,3,105,27.0,37,0,1,0,1,0,0,0,0,1,0,0
522,19950630,3,105,27.0,35,0,1,0,1,0,0,1,0,0,0,0
523,19950630,3,105,27.0,31,0,1,1,0,0,0,0,0,0,1,0
524,19950630,3,105,27.0,9,0,1,1,0,0,0,0,0,1,1,0
525,19620109,1,106,60.0,15,0,1,0,0,0,0,0,1,0,1,0
526,19620109,1,106,60.0,53,0,1,0,0,0,0,0,1,1,0,0
527,19620109,1,106,60.0,2,0,1,0,0,0,0,0,0,1,1,0
528,19620109,1,106,60.0,0,0,1,0,0,0,1,0,1,0,1,0
529,19620109,1,106,60.0,46,0,1,0,0,0,1,0,0,1,0,0
530,19950221,4,107,27.0,50,0,1,0,0,0,0,1,0,1,0,0
531,19950221,4,107,27.0,37,0,1,0,1,0,0,0,0,1,0,0
532,19950221,4,107,27.0,7,0,1,1,0,0,0,0,1,0,1,0
533,19950221,4,107,27.0,12,0,1,1,0,0,1,0,1,0,0,0
534,19950221,4,107,27.0,55,0,1,0,0,0,0,0,0,1,0,1
535,19880810,2,108,34.0,47,0,1,0,0,0,1,0,0,0,1,0
536,19880810,2,108,34.0,6,0,1,1,1,1,0,0,0,0,1,0
537,19880810,2,108,34.0,1,0,1,0,1,1,0,0,0,0,1,0
538,19880810,2,108,34.0,23,0,1,0,0,0,0,0,0,1,0,0
539,19880810,2,108,34.0,43,0,1,0,0,1,0,0,0,1,0,0
540,19960528,1,109,26.0,5,0,1,1,0,0,1,0,1,0,1,0
541,19960528,1,109,26.0,0,0,1,0,0,0,1,0,1,0,1,0
542,19960528,1,109,26.0,26,0,1,1,1,0,0,0,0,0,0,0
543,19960528,1,109,26.0,36,0,1,0,1,0,0,0,1,0,0,0
544,19960528,1,109,26.0,24,0,1,0,0,0,0,0,0,0,1,0
545,19510728,1,110,71.0,30,0,1,1,0,0,0,0,1,0,0,0
546,19510728,1,110,71.0,49,0,1,0,0,0,0,1,1,0,0,0
547,19510728,1,110,71.0,34,0,1,0,1,0,1,0,0,0,0,0
548,19510728,1,110,71.0,54,0,1,0,0,0,0,0,1,0,0,1
549,19510728,1,110,71.0,22,0,1,0,0,0,0,0,1,0,0,0
550,19630728,4,111,59.0,57,0,1,1,0,0,0,0,1,1,1,0
551,19630728,4,111,59.0,3,0,1,0,0,0,1,1,0,0,0,1
552,19630728,4,111,59.0,17,0,1,1,0,0,0,0,0,0,0,0
553,19630728,4,111,59.0,32,0,1,1,0,0,0,0,0,0,0,1
554,19630728,4,111,59.0,34,0,1,0,1,0,1,0,0,0,0,0
555,20011208,3,112,21.0,39,0,1,0,1,0,0,0,0,0,0,1
556,20011208,3,112,21.0,26,0,1,1,1,0,0,0,0,0,0,0
557,20011208,3,112,21.0,35,0,1,0,1,0,0,1,0,0,0,0
558,20011208,3,112,21.0,13,0,1,0,0,1,0,0,0,0,1,0
559,20011208,3,112,21.0,10,0,1,1,1,0,0,0,0,1,1,0
560,19970806,5,113,25.0,55,0,1,0,0,0,0,0,0,1,0,1
561,19970806,5,113,25.0,7,0,1,1,0,0,0,0,1,0,1,0
562,19970806,5,113,25.0,28,0,1,1,0,0,1,0,0,0,0,0
563,19970806,5,113,25.0,32,0,1,1,0,0,0,0,0,0,0,1
564,19970806,5,113,25.0,31,0,1,1,0,0,0,0,0,0,1,0
565,20000408,2,114,22.0,45,0,1,0,0,0,1,0,1,0,0,0
566,20000408,2,114,22.0,11,0,1,1,0,1,0,0,0,1,1,0
567,20000408,2,114,22.0,34,0,1,0,1,0,1,0,0,0,0,0
568,20000408,2,114,22.0,32,0,1,1,0,0,0,0,0,0,0,1
569,20000408,2,114,22.0,40,0,1,0,0,1,1,0,0,0,0,0
570,19751123,2,115,47.0,28,0,1,1,0,0,1,0,0,0,0,0
571,19751123,2,115,47.0,12,0,1,1,0,0,1,0,1,0,0,0
572,19751123,2,115,47.0,6,0,1,1,1,1,0,0,0,0,1,0
573,19751123,2,115,47.0,5,0,1,1,0,0,1,0,1,0,1,0
574,19751123,2,115,47.0,30,0,1,1,0,0,0,0,1,0,0,0
575,19690422,3,116,53.0,8,0,1,1,0,0,0,0,0,1,0,1
576,19690422,3,116,53.0,31,0,1,1,0,0,0,0,0,0,1,0
577,19690422,3,116,53.0,9,0,1,1,0,0,0,0,0,1,1,0
578,19690422,3,116,53.0,2,0,1,0,0,0,0,0,0,1,1,0
579,19690422,3,116,53.0,13,0,1,0,0,1,0,0,0,0,1,0
580,19560310,4,117,66.0,5,0,1,1,0,0,1,0,1,0,1,0
581,19560310,4,117,66.0,51,0,1,0,0,0,0,1,0,0,1,0
582,19560310,4,117,66.0,4,0,1,1,0,0,0,0,0,1,0,0
583,19560310,4,117,66.0,7,0,1,1,0,0,0,0,1,0,1,0
584,19560310,4,117,66.0,13,0,1,0,0,1,0,0,0,0,1,0
585,19900426,1,118,32.0,47,0,1,0,0,0,1,0,0,0,1,0
586,19900426,1,118,32.0,38,0,1,0,1,0,0,0,0,0,1,0
587,19900426,1,118,32.0,27,0,1,1,0,1,0,0,0,0,0,0
588,19900426,1,118,32.0,7,0,1,1,0,0,0,0,1,0,1,0
589,19900426,1,118,32.0,10,0,1,1,1,0,0,0,0,1,1,0
590,19690804,3,119,53.0,56,0,1,0,0,0,0,0,0,0,1,1
591,19690804,3,119,53.0,2,0,1,0,0,0,0,0,0,1,1,0
592,19690804,3,119,53.0,11,0,1,1,0,1,0,0,0,1,1,0
593,19690804,3,119,53.0,5,0,1,1,0,0,1,0,1,0,1,0
594,19690804,3,119,53.0,34,0,1,0,1,0,1,0,0,0,0,0
595,19971111,2,120,25.0,37,0,1,0,1,0,0,0,0,1,0,0
596,19971111,2,120,25.0,18,0,1,0,1,0,0,0,0,0,0,0
597,19971111,2,120,25.0,35,0,1,0,1,0,0,1,0,0,0,0
598,19971111,2,120,25.0,34,0,1,0,1,0,1,0,0,0,0,0
599,19971111,2,120,25.0,26,0,1,1,1,0,0,0,0,0,0,0
600,19520825,4,121,70.0,9,0,1,1,0,0,0,0,0,1,1,0
601,19520825,4,121,70.0,46,0,1,0,0,0,1,0,0,1,0,0
602,19520825,4,121,70.0,28,0,1,1,0,0,1,0,0,0,0,0
603,19520825,4,121,70.0,4,0,1,1,0,0,0,0,0,1,0,0
604,19520825,4,121,70.0,43,0,1,0,0,1,0,0,0,1,0,0
605,19930719,4,122,29.0,39,0,1,0,1,0,0,0,0,0,0,1
606,19930719,4,122,29.0,43,0,1,0,0,1,0,0,0,1,0,0
607,19930719,4,122,29.0,35,0,1,0,1,0,0,1,0,0,0,0
608,19930719,4,122,29.0,33,0,1,0,1,1,0,0,0,0,0,0
609,19930719,4,122,29.0,1,0,1,0,1,1,0,0,0,0,1,0
610,19830108,1,123,39.0,5,0,1,1,0,0,1,0,1,0,1,0
611,19830108,1,123,39.0,53,0,1,0,0,0,0,0,1,1,0,0
612,19830108,1,123,39.0,10,0,1,1,1,0,0,0,0,1,1,0
613,19830108,1,123,39.0,11,0,1,1,0,1,0,0,0,1,1,0
614,19830108,1,123,39.0,28,0,1,1,0,0,1,0,0,0,0,0
615,19720101,3,124,50.0,5,0,1,1,0,0,1,0,1,0,1,0
616,19720101,3,124,50.0,12,0,1,1,0,0,1,0,1,0,0,0
617,19720101,3,124,50.0,38,0,1,0,1,0,0,0,0,0,1,0
618,19720101,3,124,50.0,36,0,1,0,1,0,0,0,1,0,0,0
619,19720101,3,124,50.0,54,0,1,0,0,0,0,0,1,0,0,1
620,19980826,5,125,24.0,11,0,1,1,0,1,0,0,0,1,1,0
621,19980826,5,125,24.0,54,0,1,0,0,0,0,0,1,0,0,1
622,19980826,5,125,24.0,55,0,1,0,0,0,0,0,0,1,0,1
623,19980826,5,125,24.0,51,0,1,0,0,0,0,1,0,0,1,0
624,19980826,5,125,24.0,52,0,1,0,0,0,0,1,0,0,0,1
625,19960429,3,126,26.0,12,0,1,1,0,0,1,0,1,0,0,0
626,19960429,3,126,26.0,30,0,1,1,0,0,0,0,1,0,0,0
627,19960429,3,126,26.0,32,0,1,1,0,0,0,0,0,0,0,1
628,19960429,3,126,26.0,31,0,1,1,0,0,0,0,0,0,1,0
629,19960429,3,126,26.0,8,0,1,1,0,0,0,0,0,1,0,1
630,19490212,2,127,73.0,12,0,1,1,0,0,1,0,1,0,0,0
631,19490212,2,127,73.0,55,0,1,0,0,0,0,0,0,1,0,1
632,19490212,2,127,73.0,4,0,1,1,0,0,0,0,0,1,0,0
633,19490212,2,127,73.0,27,0,1,1,0,1,0,0,0,0,0,0
634,19490212,2,127,73.0,43,0,1,0,0,1,0,0,0,1,0,0
635,19650626,3,128,57.0,31,0,1,1,0,0,0,0,0,0,1,0
636,19650626,3,128,57.0,43,0,1,0,0,1,0,0,0,1,0,0
637,19650626,3,128,57.0,15,0,1,0,0,0,0,0,1,0,1,0
638,19650626,3,128,57.0,23,0,1,0,0,0,0,0,0,1,0,0
639,19650626,3,128,57.0,13,0,1,0,0,1,0,0,0,0,1,0
640,19801012,4,129,42.0,5,0,1,1,0,0,1,0,1,0,1,0
641,19801012,4,129,42.0,1,0,1,0,1,1,0,0,0,0,1,0
642,19801012,4,129,42.0,12,0,1,1,0,0,1,0,1,0,0,0
643,19801012,4,129,42.0,4,0,1,1,0,0,0,0,0,1,0,0
644,19801012,4,129,42.0,11,0,1,1,0,1,0,0,0,1,1,0
645,19650801,2,130,57.0,10,0,1,1,1,0,0,0,0,1,1,0
646,19650801,2,130,57.0,7,0,1,1,0,0,0,0,1,0,1,0
647,19650801,2,130,57.0,31,0,1,1,0,0,0,0,0,0,1,0
648,19650801,2,130,57.0,1,0,1,0,1,1,0,0,0,0,1,0
649,19650801,2,130,57.0,0,0,1,0,0,0,1,0,1,0,1,0
650,19530412,2,131,69.0,28,0,1,1,0,0,1,0,0,0,0,0
651,19530412,2,131,69.0,35,0,1,0,1,0,0,1,0,0,0,0
652,19530412,2,131,69.0,26,0,1,1,1,0,0,0,0,0,0,0
653,19530412,2,131,69.0,4,0,1,1,0,0,0,0,0,1,0,0
654,19530412,2,131,69.0,7,0,1,1,0,0,0,0,1,0,1,0
655,19550524,2,132,67.0,30,0,1,1,0,0,0,0,1,0,0,0
656,19550524,2,132,67.0,4,0,1,1,0,0,0,0,0,1,0,0
657,19550524,2,132,67.0,57,0,1,1,0,0,0,0,1,1,1,0
658,19550524,2,132,67.0,36,0,1,0,1,0,0,0,1,0,0,0
659,19550524,2,132,67.0,23,0,1,0,0,0,0,0,0,1,0,0
660,19940319,4,133,28.0,52,0,1,0,0,0,0,1,0,0,0,1
661,19940319,4,133,28.0,10,0,1,1,1,0,0,0,0,1,1,0
662,19940319,4,133,28.0,24,0,1,0,0,0,0,0,0,0,1,0
663,19940319,4,133,28.0,50,0,1,0,0,0,0,1,0,1,0,0
664,19940319,4,133,28.0,6,0,1,1,1,1,0,0,0,0,1,0
665,19740823,3,134,48.0,28,0,1,1,0,0,1,0,0,0,0,0
666,19740823,3,134,48.0,11,0,1,1,0,1,0,0,0,1,1,0
667,19740823,3,134,48.0,9,0,1,1,0,0,0,0,0,1,1,0
668,19740823,3,134,48.0,42,0,1,0,0,1,0,0,1,0,0,0
669,19740823,3,134,48.0,4,0,1,1,0,0,0,0,0,1,0,0
670,19720601,2,135,50.0,7,0,1,1,0,0,0,0,1,0,1,0
671,19720601,2,135,50.0,0,0,1,0,0,0,1,0,1,0,1,0
672,19720601,2,135,50.0,4,0,1,1,0,0,0,0,0,1,0,0
673,19720601,2,135,50.0,1,0,1,0,1,1,0,0,0,0,1,0
674,19720601,2,135,50.0,43,0,1,0,0,1,0,0,0,1,0,0
675,19991031,3,136,23.0,35,0,1,0,1,0,0,1,0,0,0,0
676,19991031,3,136,23.0,1,0,1,0,1,1,0,0,0,0,1,0
677,19991031,3,136,23.0,49,0,1,0,0,0,0,1,1,0,0,0
678,19991031,3,136,23.0,34,0,1,0,1,0,1,0,0,0,0,0
679,19991031,3,136,23.0,12,0,1,1,0,0,1,0,1,0,0,0
680,19971221,1,137,25.0,17,0,1,1,0,0,0,0,0,0,0,0
681,19971221,1,137,25.0,57,0,1,1,0,0,0,0,1,1,1,0
682,19971221,1,137,25.0,11,0,1,1,0,1,0,0,0,1,1,0
683,19971221,1,137,25.0,1,0,1,0,1,1,0,0,0,0,1,0
684,19971221,1,137,25.0,28,0,1,1,0,0,1,0,0,0,0,0
685,19550217,1,138,67.0,2,0,1,0,0,0,0,0,0,1,1,0
686,19550217,1,138,67.0,39,0,1,0,1,0,0,0,0,0,0,1
687,19550217,1,138,67.0,43,0,1,0,0,1,0,0,0,1,0,0
688,19550217,1,138,67.0,55,0,1,0,0,0,0,0,0,1,0,1
689,19550217,1,138,67.0,1,0,1,0,1,1,0,0,0,0,1,0
690,19730410,3,139,49.0,55,0,1,0,0,0,0,0,0,1,0,1
691,19730410,3,139,49.0,57,0,1,1,0,0,0,0,1,1,1,0
692,19730410,3,139,49.0,12,0,1,1,0,0,1,0,1,0,0,0
693,19730410,3,139,49.0,4,0,1,1,0,0,0,0,0,1,0,0
694,19730410,3,139,49.0,17,0,1,1,0,0,0,0,0,0,0,0
695,19790213,1,140,43.0,26,0,1,1,1,0,0,0,0,0,0,0
696,19790213,1,140,43.0,7,0,1,1,0,0,0,0,1,0,1,0
697,19790213,1,140,43.0,30,0,1,1,0,0,0,0,1,0,0,0
698,19790213,1,140,43.0,14,0,1,0,0,0,1,1,0,0,0,0
699,19790213,1,140,43.0,48,0,1,0,0,0,1,0,0,0,0,1
700,19771211,4,141,45.0,55,0,1,0,0,0,0,0,0,1,0,1
701,19771211,4,141,45.0,9,0,1,1,0,0,0,0,0,1,1,0
702,19771211,4,141,45.0,37,0,1,0,1,0,0,0,0,1,0,0
703,19771211,4,141,45.0,8,0,1,1,0,0,0,0,0,1,0,1
704,19771211,4,141,45.0,38,0,1,0,1,0,0,0,0,0,1,0
705,19800814,3,142,42.0,10,0,1,1,1,0,0,0,0,1,1,0
706,19800814,3,142,42.0,5,0,1,1,0,0,1,0,1,0,1,0
707,19800814,3,142,42.0,34,0,1,0,1,0,1,0,0,0,0,0
708,19800814,3,142,42.0,4,0,1,1,0,0,0,0,0,1,0,0
709,19800814,3,142,42.0,28,0,1,1,0,0,1,0,0,0,0,0
710,19660705,1,143,56.0,9,0,1,1,0,0,0,0,0,1,1,0
711,19660705,1,143,56.0,11,0,1,1,0,1,0,0,0,1,1,0
712,19660705,1,143,56.0,43,0,1,0,0,1,0,0,0,1,0,0
713,19660705,1,143,56.0,46,0,1,0,0,0,1,0,0,1,0,0
714,19660705,1,143,56.0,8,0,1,1,0,0,0,0,0,1,0,1
715,19850410,2,144,37.0,7,0,1,1,0,0,0,0,1,0,1,0
716,19850410,2,144,37.0,54,0,1,0,0,0,0,0,1,0,0,1
717,19850410,2,144,37.0,42,0,1,0,0,1,0,0,1,0,0,0
718,19850410,2,144,37.0,55,0,1,0,0,0,0,0,0,1,0,1
719,19850410,2,144,37.0,15,0,1,0,0,0,0,0,1,0,1,0
720,19790331,2,145,43.0,43,0,1,0,0,1,0,0,0,1,0,0
721,19790331,2,145,43.0,18,0,1,0,1,0,0,0,0,0,0,0
722,19790331,2,145,43.0,53,0,1,0,0,0,0,0,1,1,0,0
723,19790331,2,145,43.0,36,0,1,0,1,0,0,0,1,0,0,0
724,19790331,2,145,43.0,1,0,1,0,1,1,0,0,0,0,1,0
725,19550124,3,146,67.0,29,0,1,1,0,0,0,1,0,0,0,0
726,19550124,3,146,67.0,3,0,1,0,0,0,1,1,0,0,0,1
727,19550124,3,146,67.0,26,0,1,1,1,0,0,0,0,0,0,0
