,id,name,sex,birth,user_id,password,household
431,432,홍다수,F,19690510,hongdasoo0432,hongdasoo36,1
432,433,하은지,F,19850402,haeunji0433,haeunji6,1
433,434,김지이,F,19731219,kimjiyi0434,kimjiyi94,2
434,435,윤연연,F,19760825,yoonyeonyeon0435,yoonyeonyeon25,2
435,436,하채저,F,20001229,hachaejeo0436,hachaejeo7,3
436,437,박수은,F,19740804,parksooeun0437,parksooeun83,4
437,438,백하영,F,19951023,baekhayoung0438,baekhayoung71,1
438,439,백하경,F,19930305,baekhakyung0439,baekhakyung65,1
439,440,박유원,F,19690718,parkyuwon0440,parkyuwon5,4
440,441,김주비,F,19851220,kimjubi0441,kimjubi69,3
441,442,김하주,F,20010220,kimhaju0442,kimhaju20,1
442,443,양아선,F,19730106,yangasun0443,yangasun44,1
443,444,김도하,F,19801215,kimdoha0444,kimdoha89,1
444,445,정채연,F,19961205,jungchaeyeon0445,jungchaeyeon76,1
445,446,박채원,F,19711205,parkchaewon0446,parkchaewon6,1
446,447,신서하,F,19740803,shinseoha0447,shinseoha15,2
447,448,정유경,F,19870825,jungyukyung0448,jungyukyung30,1
448,449,김하윤,F,19860713,kimhayoon0449,kimhayoon92,4
449,450,이하은,F,19810304,leehaeun0450,leehaeun50,2
450,451,임미하,F,19800807,immiha0451,immiha93,3
451,452,장하지,F,19700601,janghaji0452,janghaji56,2
452,453,박연안,F,19721224,parkyeonan0453,parkyeonan39,4
453,454,연하하,F,19730214,yeonhaha0454,yeonhaha29,3
454,455,한재하,F,19710212,hanjaeha0455,hanjaeha10,2
455,456,김저비,F,19790309,kimjeobi0456,kimjeobi91,2
456,457,윤예하,F,19780516,yoonyeha0457,yoonyeha19,3
457,458,정하지,F,19740405,junghaji0458,junghaji39,4
458,459,이수지,F,19750728,leesooji0459,leesooji69,2
459,460,임미미,F,19850202,immimi0460,immimi81,2
460,461,이윤나,F,19690402,leeyoonna0461,leeyoonna51,2
461,462,심다지,F,19811216,simdaji0462,simdaji45,2
462,463,김채원,F,19750112,kimchaewon0463,kimchaewon76,1
463,464,정은저,F,19790609,jungeunjeo0464,jungeunjeo82,1
464,465,임미아,F,19731105,immia0465,immia73,2
465,466,심지원,F,19720630,simjiwon0466,simjiwon79,4
466,467,백예리,F,19680610,baekyeri0467,baekyeri61,2
467,468,강지주,F,19901117,kangjiju0468,kangjiju29,2
468,469,윤하하,F,19860331,yoonhaha0469,yoonhaha10,1
469,470,최하하,F,19800923,choihaha0470,choihaha23,4
470,471,안수연,F,19701028,ansooyeon0471,ansooyeon77,1
471,472,이성정,F,19700726,leesungjung0472,leesungjung4,4
472,473,이가비,F,19760610,leegabi0473,leegabi71,1
473,474,정지리,F,19740825,jungjiri0474,jungjiri2,5
474,475,정연연,F,19900822,jungyeonyeon0475,jungyeonyeon38,4
475,476,민주하,F,19901210,minjuha0476,minjuha87,1
476,477,송사원,F,19730516,songsawon0477,songsawon85,3
477,478,이보수,F,19821228,leebosoo0478,leebosoo1,2
478,479,최수은,F,19980512,choisooeun0479,choisooeun87,2
479,480,김예하,F,19870713,kimyeha0480,kimyeha79,1
480,481,장소연,F,19830606,jangsoyeon0481,jangsoyeon48,2
481,482,신연지,F,19810521,shinyeonji0482,shinyeonji86,1
482,483,김윤영,F,20001021,kimyoonyoung0483,kimyoonyoung59,3
483,484,장미예,F,19990514,jangmiye0484,jangmiye60,3
484,485,성수채,F,19900213,sungsoochae0485,sungsoochae92,4
485,486,박다전,F,19840612,parkdajeon0486,parkdajeon97,1
486,487,이지경,F,19880902,leejikyung0487,leejikyung86,3
487,488,김수다,F,19900506,kimsooda0488,kimsooda14,4
488,489,배주연,F,19930606,baejuyeon0489,baejuyeon58,4
489,490,이하비,F,19950714,leehabi0490,leehabi6,1
490,491,최이윤,F,19991031,choiyiyoon0491,choiyiyoon14,1
491,492,김미연,F,19790912,kimmiyeon0492,kimmiyeon61,1
492,493,박병지,F,19951124,parkbyungji0493,parkbyungji21,1
493,494,권다연,F,19750114,kwondayeon0494,kwondayeon87,4
494,495,이미비,F,19751024,leemibi0495,leemibi34,1
495,496,이저운,F,19920930,leejeowoon0496,leejeowoon36,5
496,497,신미원,F,19950302,shinmiwon0497,shinmiwon33,1
497,498,김다연,F,19940516,kimdayeon0498,kimdayeon80,4
498,499,고가지,F,19961015,kogaji0499,kogaji28,2
499,500,신주미,F,19880619,shinjumi0500,shinjumi60,1
